Category,Subcategory,Title,Price,URL,Description,Review Count,Spec
Computers,Laptops,Dell Latitude...,1337.28,https://webscraper.io/test-sites/e-commerce/static/product/139,"Dell Latitude 5580, 15.6"" FHD, Core i7-7600U, 8GB, 256GB SSD, GeForce GT930MX, Windows 10 Pro",0,Dell Latitude 5580
Computers,Laptops,Dell Latitude...,1338.37,https://webscraper.io/test-sites/e-commerce/static/product/140,"Dell Latitude 5480, 14"" FHD, Core i7-7600U, 8GB, 256GB SSD, Linux + Windows 10 Home",0,Dell Latitude 5480
Computers,Laptops,Dell Latitude...,1341.22,https://webscraper.io/test-sites/e-commerce/static/product/141,"Dell Latitude 5580, 15.6"" FHD, Core i7-7600U, 16GB, 256GB SSD, GeForce GT930MX, Linux",0,Dell Latitude 5580
Computers,Laptops,Apple MacBook...,1347.78,https://webscraper.io/test-sites/e-commerce/static/product/142,"Apple MacBook Air 13"", Intel Core i5 1.8GHz, 8GB, 256GB SSD, Intel HD 6000, RUS",0,"Apple MacBook Air 13"""
Computers,Laptops,Lenovo ThinkPa...,1349.23,https://webscraper.io/test-sites/e-commerce/static/product/143,"Lenovo ThinkPad T470, 14"" FHD IPS, Core i5-7200U, 8GB, 256GB SSD, Windows 10 Pro",0,Lenovo ThinkPad T470
Computers,Laptops,Lenovo ThinkPa...,1362.24,https://webscraper.io/test-sites/e-commerce/static/product/144,"Lenovo ThinkPad Yoga 370 Black, 13.3"" FHD IPS Touch, Core i5-7200U, 8GB, 256GB SSD, 4G, Windows 10 Pro",0,Lenovo ThinkPad Yoga 370 Black
Computers,Laptops,ThinkPad Yoga,1033.99,https://webscraper.io/test-sites/e-commerce/static/product/37,"12.5"" Touch, Core i3-4010U, 4GB, 500GB + 16GB SSD Cache,",0,"12.5"" Touch"
Computers,Laptops,Pavilion,609.99,https://webscraper.io/test-sites/e-commerce/static/product/38,"15.6"", Core i5-4200U, 6GB, 750GB, Windows 8.1",0,"15.6"""
Computers,Laptops,Inspiron 15,745.99,https://webscraper.io/test-sites/e-commerce/static/product/39,"Moon Silver, 15.6"", Core i7-4510U, 8GB, 1TB, Radeon HD R7 M265 2GB,",0,Moon Silver
Computers,Laptops,Dell XPS 13,1281.99,https://webscraper.io/test-sites/e-commerce/static/product/40,"13.3"" Touch, Core i5-4210U, 8GB, 128GB SSD, Windows 8.1",0,"13.3"" Touch"
Computers,Laptops,ThinkPad X230,1244.99,https://webscraper.io/test-sites/e-commerce/static/product/41,"12.5"", Core i5 2.6GHz, 8GB, 180GB SSD, Win7 Pro 64bit",0,"12.5"""
Computers,Laptops,HP 250 G3,520.99,https://webscraper.io/test-sites/e-commerce/static/product/42,"15.6"", Core i5-4210U, 4GB, 500GB, Windows 8.1",0,"15.6"""
Computers,Laptops,Toshiba Porteg...,1366.32,https://webscraper.io/test-sites/e-commerce/static/product/145,"Toshiba Portege X20W-D-10V Black/Blue, 12.5"" FHD Touch, Core i7-7500U, 8GB, 512GB SSD, Windows 10 Pro",0,Toshiba Portege X20W-D-10V Black/Blue
Computers,Laptops,Asus ASUSPRO B...,1381.13,https://webscraper.io/test-sites/e-commerce/static/product/146,"Asus ASUSPRO B9440UA-GV0279R Gray, 14"" FHD, Core i7-7500U, 16GB, 512GB SSD, Windows 10 Pro, Eng kbd",0,Asus ASUSPRO B9440UA-GV0279R Gray
Computers,Laptops,Asus ROG Strix...,1399.0,https://webscraper.io/test-sites/e-commerce/static/product/147,"Asus ROG Strix GL702VM-GC146T, 17.3"" FHD, Core i7-7700HQ, 8GB, 1TB + 128GB SSD, GeForce GTX 1060 3GB, Windows 10 Home, Eng kbd",0,Asus ROG Strix GL702VM-GC146T
Computers,Laptops,ThinkPad Yoga,1223.99,https://webscraper.io/test-sites/e-commerce/static/product/43,"12.5"" Touch, Core i5 4200U, 8GB, 500GB + 16GB SSD Cache, Windows",0,"12.5"" Touch"
Computers,Laptops,HP 350 G1,577.99,https://webscraper.io/test-sites/e-commerce/static/product/44,"15.6"", Core i5-4200U, 4GB, 750GB, Radeon HD8670M 2GB, Windows",0,"15.6"""
Computers,Laptops,Asus VivoBook...,399.0,https://webscraper.io/test-sites/e-commerce/static/product/45,"Asus VivoBook Max X541NA-GQ041 Black Chocolate, 15.6"" HD, Pentium N4200 1.1GHz, 4GB, 500GB, Windows 10 Home",0,Asus VivoBook Max X541NA-GQ041 Black Chocolate
Computers,Laptops,Dell Vostro 15,488.78,https://webscraper.io/test-sites/e-commerce/static/product/46,"Dell Vostro 15 (3568) Black, 15.6"" FHD, Core i5-7200U, 4GB, 128GB SSD, Radeon R5 M420 2GB, Linux",0,Dell Vostro 15 (3568) Black
Computers,Laptops,Acer Spin 5,564.98,https://webscraper.io/test-sites/e-commerce/static/product/47,"Acer Spin 5 SP513-51 Black, 13.3"" FHD Touch, Core i3-7100U, 4GB, 128GB SSD, Windows 10 Home",0,Acer Spin 5 SP513-51 Black
Computers,Laptops,Acer Aspire A5...,679.0,https://webscraper.io/test-sites/e-commerce/static/product/48,"Acer Aspire A515-51-5654, Black, 15.6"", FHD, Core i5-8250U, 8GB DDR4, 256GB SSD, Windows 10 Home, ENG",0,Acer Aspire A515-51-5654
Computers,Laptops,Dell Inspiron...,679.0,https://webscraper.io/test-sites/e-commerce/static/product/49,"Dell Inspiron 15 (5567) Fog Gray, 15.6"" FHD, Core i5-7200U, 8GB, 1TB, Radeon R7 M445 4GB, Linux",0,Dell Inspiron 15 (5567) Fog Gray
Computers,Laptops,Asus VivoBook...,729.0,https://webscraper.io/test-sites/e-commerce/static/product/50,"Asus VivoBook S14 (S406UA-BV041T) Starry Grey, 14"", Core i5-8250U, 8GB, 256GB SSD, Windows 10 Home, Eng kbd",0,Asus VivoBook S14 (S406UA-BV041T) Starry Grey
Computers,Laptops,Asus ROG STRIX...,799.0,https://webscraper.io/test-sites/e-commerce/static/product/51,"Asus ROG STRIX GL553VD-DM256, 15.6"" FHD, Core i5-7300HQ, 8GB, 1TB, GeForce GTX 1050 2GB, No OS",0,Asus ROG STRIX GL553VD-DM256
Computers,Laptops,Acer Nitro 5 A...,809.0,https://webscraper.io/test-sites/e-commerce/static/product/52,"Acer Nitro 5 AN515-51, 15.6"" FHD IPS, Core i5-7300HQ, 8GB, 1TB, GeForce GTX 1050 2GB, Windows 10 Home",0,Acer Nitro 5 AN515-51
Computers,Laptops,Asus ROG STRIX...,899.0,https://webscraper.io/test-sites/e-commerce/static/product/53,"Asus ROG STRIX GL553VD-DM256, 15.6"" FHD, Core i5-7300HQ, 8GB, 1TB, GeForce GTX 1050 2GB, No OS + Windows 10 Home",0,Asus ROG STRIX GL553VD-DM256
Computers,Laptops,Lenovo ThinkPa...,999.0,https://webscraper.io/test-sites/e-commerce/static/product/54,"Lenovo ThinkPad L570, 15.6"" FHD, Core i7-7500U, 8GB, 256GB SSD, Windows 10 Pro",0,Lenovo ThinkPad L570
Computers,Laptops,Lenovo Legion...,1149.0,https://webscraper.io/test-sites/e-commerce/static/product/55,"Lenovo Legion Y520-15IKBM, 15.6"" FHD IPS, Core i7-7700HQ, 8GB, 128GB SSD + 1TB, GeForce GTX 1060 Max-Q 6GB, DOS",0,Lenovo Legion Y520-15IKBM
Computers,Laptops,Lenovo Legion...,1399.0,https://webscraper.io/test-sites/e-commerce/static/product/56,"Lenovo Legion Y720, 15.6"" FHD IPS, Core i7-7700HQ, 8GB, 128GB SSD + 2TB HDD, GeForce GTX 1060 6GB, DOS, RGB backlit keyboard",0,Lenovo Legion Y720
Computers,Laptops,Asus ROG Strix...,1769.0,https://webscraper.io/test-sites/e-commerce/static/product/57,"Asus ROG Strix GL702ZC-GC154T, 17.3"" FHD, Ryzen 7 1700, 16GB, 256GB + 1TB HDD, Radeon RX 580 4GB, Windows 10 Home",0,Asus ROG Strix GL702ZC-GC154T
Computers,Laptops,Asus ROG Strix...,1769.0,https://webscraper.io/test-sites/e-commerce/static/product/58,"Asus ROG Strix GL702ZC-GC209T, 17.3"" FHD IPS, Ryzen 7 1700, 16GB, 256GB SSD + 1TB HDD, Radeon RX 580 4GB, Windows 10 Home",0,Asus ROG Strix GL702ZC-GC209T
Computers,Laptops,Asus ROG Strix...,1799.0,https://webscraper.io/test-sites/e-commerce/static/product/59,"Asus ROG Strix SCAR Edition GL503VM-ED115T, 15.6"" FHD 120Hz, Core i7-7700HQ, 16GB, 256GB SSD + 1TB SSHD, GeForce GTX 1060 6GB, Windows 10 Home",0,Asus ROG Strix SCAR Edition GL503VM-ED115T
Computers,Laptops,Asus VivoBook...,295.99,https://webscraper.io/test-sites/e-commerce/static/product/60,"Asus VivoBook X441NA-GA190 Chocolate Black, 14"", Celeron N3450, 4GB, 128GB SSD, Endless OS, ENG kbd",0,Asus VivoBook X441NA-GA190 Chocolate Black
Computers,Laptops,Prestigio Smar...,299.0,https://webscraper.io/test-sites/e-commerce/static/product/61,"Prestigio SmartBook 133S Dark Grey, 13.3"" FHD IPS, Celeron N3350 1.1GHz, 4GB, 32GB, Windows 10 Pro + Office 365 1 gadam",0,Prestigio SmartBook 133S Dark Grey
Computers,Laptops,Prestigio Smar...,299.0,https://webscraper.io/test-sites/e-commerce/static/product/62,"Prestigio SmartBook 133S Gold, 13.3"" FHD IPS, Celeron N3350 1.1GHz, 4GB, 32GB, Windows 10 Pro + Office 365 1 gadam",0,Prestigio SmartBook 133S Gold
Computers,Laptops,Lenovo V110-15...,321.94,https://webscraper.io/test-sites/e-commerce/static/product/63,"Lenovo V110-15IAP, 15.6"" HD, Celeron N3350 1.1GHz, 4GB, 128GB SSD, Windows 10 Home",0,Lenovo V110-15IAP
Computers,Laptops,Lenovo V110-15...,356.49,https://webscraper.io/test-sites/e-commerce/static/product/64,"Asus VivoBook 15 X540NA-GQ008T Chocolate Black, 15.6"" HD, Pentium N4200, 4GB, 500GB, Windows 10 Home, En kbd",0,Asus VivoBook 15 X540NA-GQ008T Chocolate Black
Computers,Laptops,Hewlett Packar...,364.46,https://webscraper.io/test-sites/e-commerce/static/product/65,"Hewlett Packard 250 G6 Dark Ash Silver, 15.6"" HD, Celeron N3060 1.6GHz, 4GB, 128GB SSD, DOS",0,Hewlett Packard 250 G6 Dark Ash Silver
Computers,Laptops,Acer Aspire 3...,372.7,https://webscraper.io/test-sites/e-commerce/static/product/66,"Acer Aspire 3 A315-31 Black, 15.6"" HD, Celeron N3350 1.1GHz, 4GB, 128GB SSD, Windows 10 Home",0,Acer Aspire 3 A315-31 Black
Computers,Laptops,Acer Aspire A3...,379.94,https://webscraper.io/test-sites/e-commerce/static/product/67,"Acer Aspire A315-31-C33J Black 15.6"", HD, Celeron N3350, 4GB DDR3L, 128GB, Windows 10 Home, ENG",0,"Acer Aspire A315-31-C33J Black 15.6"""
Computers,Laptops,Acer Aspire ES...,379.95,https://webscraper.io/test-sites/e-commerce/static/product/68,"Acer Aspire ES1-572 Black, 15.6"" HD, Core i3-6006U, 4GB, 128GB SSD, Linux",0,Acer Aspire ES1-572 Black
Computers,Laptops,Acer Aspire 3...,391.48,https://webscraper.io/test-sites/e-commerce/static/product/69,"Acer Aspire 3 A315-31 Black, 15.6"" HD, Pentium N4200 1.1GHz, 4GB, 128GB SSD, Windows 10 Home",0,Acer Aspire 3 A315-31 Black
Computers,Laptops,Acer Aspire 3...,393.88,https://webscraper.io/test-sites/e-commerce/static/product/70,"Acer Aspire 3 A315-21, 15.6"", AMD A4-9120. 4GB. 128GB SSD, Linux",0,Acer Aspire 3 A315-21
Computers,Laptops,Asus VivoBook...,399.99,https://webscraper.io/test-sites/e-commerce/static/product/71,"Asus VivoBook E502NA-GO022T Dark Blue, 15.6"" HD, Pentium N4200 1.1GHz, 4GB, 128GB SSD, Windows 10 Home, En/Ru kbd",0,Asus VivoBook E502NA-GO022T Dark Blue
Computers,Laptops,Lenovo ThinkPa...,404.23,https://webscraper.io/test-sites/e-commerce/static/product/72,"Lenovo ThinkPad E31-80, 13.3"" HD, Celeron 3855U 1.6GHz, 4GB, 128GB SSD, Windows 10 Home",0,Lenovo ThinkPad E31-80
Computers,Laptops,Acer Aspire 3...,408.98,https://webscraper.io/test-sites/e-commerce/static/product/73,"Acer Aspire 3 A315-31 Black, 15.6"" HD, Pentium N4200 1.1GHz, 4GB, 128GB SSD, Windows 10 Home",0,Acer Aspire 3 A315-31 Black
Computers,Laptops,Lenovo V110-15...,409.63,https://webscraper.io/test-sites/e-commerce/static/product/74,"Lenovo V110-15ISK, 15.6"" HD, Core i3-6006U, 8GB, 128GB SSD, Windows 10 Home",0,Lenovo V110-15ISK
Computers,Laptops,Acer Aspire ES...,410.46,https://webscraper.io/test-sites/e-commerce/static/product/75,"Acer Aspire ES1-732 Black, 17.3"" HD+, Celeron, N3350, 4GB, 1TB, Windows 10 Home",0,Acer Aspire ES1-732 Black
Computers,Laptops,Asus VivoBook...,410.66,https://webscraper.io/test-sites/e-commerce/static/product/76,"Asus VivoBook 15 X540NA-GQ026T Chocolate Black, 15.6"" HD, Pentium N4200, 4GB, 128GB SSD, Windows 10 Home, En/Ru kbd",0,Asus VivoBook 15 X540NA-GQ026T Chocolate Black
Computers,Laptops,Asus EeeBook R...,433.3,https://webscraper.io/test-sites/e-commerce/static/product/77,"Asus EeeBook R416NA-FA014T, 14"" FHD, Pentium N4200, 4GB, 128GB eMMC, Windows 10 Home, Eng kbd",0,Asus EeeBook R416NA-FA014T
Computers,Laptops,Acer Aspire 3...,436.29,https://webscraper.io/test-sites/e-commerce/static/product/78,"Acer Aspire 3 A315-51, 15.6"" HD, Core i3-6006U, 4GB, 1TB, Windows 10 Home",0,Acer Aspire 3 A315-51
Computers,Laptops,Acer Aspire ES...,436.29,https://webscraper.io/test-sites/e-commerce/static/product/79,"Acer Aspire ES1-572 Black, 15.6"" HD, Core i3-6006U, 4GB, 500GB, Windows 10 Home",0,Acer Aspire ES1-572 Black
Computers,Laptops,Acer Extensa 1...,439.73,https://webscraper.io/test-sites/e-commerce/static/product/80,"Acer Extensa 15 (2540) Black, 15.6"" HD, Core i5-7200U, 4GB, 500GB, Linux",0,Acer Extensa 15 (2540) Black
Computers,Laptops,Acer Aspire ES...,454.62,https://webscraper.io/test-sites/e-commerce/static/product/81,"Acer Aspire ES1-572 Black, 15.6"" HD, Core i5-7200U, 4GB, 500GB, Linux",0,Acer Aspire ES1-572 Black
Computers,Laptops,Lenovo V110-15...,454.73,https://webscraper.io/test-sites/e-commerce/static/product/82,"Lenovo V110-15ISK, 15.6"" HD, Core i3-6006U, 4GB, 128GB SSD, Windows 10 Pro",0,Lenovo V110-15ISK
Computers,Laptops,Acer Aspire A3...,457.38,https://webscraper.io/test-sites/e-commerce/static/product/83,"Acer Aspire A315-51-33TG, Black 15.6"" HD, Core i3-7100U, 4GB DDR4, 128GB SSD, Windows 10 Home, ENG",0,Acer Aspire A315-51-33TG
Computers,Laptops,Lenovo V110-15...,465.95,https://webscraper.io/test-sites/e-commerce/static/product/84,"Lenovo V110-15IKB, 15.6"" HD, Core i5-7200U, 4GB, 500GB, DOS",0,Lenovo V110-15IKB
Computers,Tablets,Lenovo IdeaTab,69.99,https://webscraper.io/test-sites/e-commerce/static/product/10,"7"" screen, Android",0,"7"" screen"
Computers,Tablets,Acer Iconia,96.99,https://webscraper.io/test-sites/e-commerce/static/product/11,"7"" screen, Android, 16GB",0,"7"" screen"
Computers,Tablets,Asus MeMO Pad,102.99,https://webscraper.io/test-sites/e-commerce/static/product/12,"7"" screen, Android, 8GB",0,"7"" screen"
Computers,Tablets,Amazon Kindle,103.99,https://webscraper.io/test-sites/e-commerce/static/product/13,"6"" screen, wifi",0,"6"" screen"
Computers,Tablets,iPad Mini Reti...,537.99,https://webscraper.io/test-sites/e-commerce/static/product/14,"Wi-Fi + Cellular, 32GB, Silver",0,Wi-Fi + Cellular
Computers,Tablets,IdeaTab A3500L,88.99,https://webscraper.io/test-sites/e-commerce/static/product/15,"Black, 7"" IPS, Quad-Core 1.2GHz, 8GB, Android 4.2",0,Black
Computers,Tablets,Galaxy Tab,251.99,https://webscraper.io/test-sites/e-commerce/static/product/16,"16GB, White",0,16GB
Computers,Tablets,IdeaTab A3500-...,148.99,https://webscraper.io/test-sites/e-commerce/static/product/17,"Blue, 7"" IPS, Quad-Core 1.3GHz, 8GB, 3G, Android 4.2",0,Blue
Computers,Tablets,Galaxy Tab 3,97.99,https://webscraper.io/test-sites/e-commerce/static/product/18,"7"", 8GB, Wi-Fi, Android 4.2, White",0,"7"""
Computers,Tablets,Galaxy Note,489.99,https://webscraper.io/test-sites/e-commerce/static/product/19,"12.2"", 32GB, WiFi, Android 4.4, White",0,"12.2"""
Computers,Tablets,MeMO Pad 7,130.99,https://webscraper.io/test-sites/e-commerce/static/product/20,"White, 7"", Atom 1.2GHz, 8GB, Android 4.4",0,White
Computers,Tablets,Galaxy Tab 4,233.99,https://webscraper.io/test-sites/e-commerce/static/product/21,"LTE (SM-T235), Quad-Core 1.2GHz, 8GB, Black",0,LTE (SM-T235)
Computers,Tablets,Galaxy Tab 3,107.99,https://webscraper.io/test-sites/e-commerce/static/product/22,"7"", 8GB, Wi-Fi, Android 4.2, Yellow",0,"7"""
Computers,Tablets,Memo Pad HD 7,101.99,https://webscraper.io/test-sites/e-commerce/static/product/23,"IPS, Dual-Core 1.2GHz, 8GB, Android 4.3",0,IPS
Computers,Tablets,Galaxy Note 10...,587.99,https://webscraper.io/test-sites/e-commerce/static/product/24,"10.1"", 32GB, Black",0,"10.1"""
Computers,Tablets,MeMo PAD FHD 1...,320.99,https://webscraper.io/test-sites/e-commerce/static/product/25,"White, 10.1"" IPS, 1.6GHz, 2GB, 16GB, Android 4.2",0,White
Computers,Tablets,IdeaTab S5000,172.99,https://webscraper.io/test-sites/e-commerce/static/product/26,"Silver, 7"" IPS, Quad-Core 1.2Ghz, 16GB, 3G, Android 4.2",0,Silver
Computers,Tablets,Iconia B1-730H...,99.99,https://webscraper.io/test-sites/e-commerce/static/product/27,"Black, 7"", 1.6GHz Dual-Core, 8GB, Android 4.4",0,Black
Computers,Tablets,IdeaTab A8-50,121.99,https://webscraper.io/test-sites/e-commerce/static/product/28,"Blue, 8"" IPS, Quad-Core 1.3GHz, 16GB, Android 4.2",0,Blue
Computers,Tablets,Galaxy Note,399.99,https://webscraper.io/test-sites/e-commerce/static/product/29,"10.1"", 3G, Android 4.0, Garnet Red",0,"10.1"""
Computers,Tablets,Apple iPad Air,603.99,https://webscraper.io/test-sites/e-commerce/static/product/30,"Wi-Fi, 64GB, Silver",0,Wi-Fi
Phones,Touch,Nokia 123,24.99,https://webscraper.io/test-sites/e-commerce/static/product/1,7 day battery,0,7 day battery
Phones,Touch,LG Optimus,57.99,https://webscraper.io/test-sites/e-commerce/static/product/2,"3.2"" screen",0,"3.2"" screen"
Phones,Touch,Samsung Galaxy,93.99,https://webscraper.io/test-sites/e-commerce/static/product/3,5 mpx. Android 5.0,0,5 mpx. Android 5.0
Phones,Touch,Nokia X,109.99,https://webscraper.io/test-sites/e-commerce/static/product/4,"Andoid, Jolla dualboot",0,Andoid
Phones,Touch,Sony Xperia,118.99,https://webscraper.io/test-sites/e-commerce/static/product/5,"GPS, waterproof",0,GPS
Phones,Touch,Ubuntu Edge,499.99,https://webscraper.io/test-sites/e-commerce/static/product/6,Sapphire glass,0,Sapphire glass
Phones,Touch,Iphone,899.99,https://webscraper.io/test-sites/e-commerce/static/product/7,White,0,White
Phones,Touch,Iphone,899.99,https://webscraper.io/test-sites/e-commerce/static/product/8,Silver,0,Silver
Phones,Touch,Iphone,899.99,https://webscraper.io/test-sites/e-commerce/static/product/9,Black,0,Black
